Tarih,Saat,Saat_Tam,Dakika,Cagri_Kat,Asansor_Kat,Hedef_Kat,Kat_Mesafesi,Secilen_Asansor,Bekleme_Saniye,Toplam_Yolcu,Asansor_Durum
2026-06-20,08:11:00,8,11,9,0,0,9,Asansör 2,38,1,Completed
2026-06-20,08:11:00,8,11,12,1,0,12,Asansör 2,36,0,Completed
2026-06-20,08:14:00,8,14,19,0,-1,19,Asansör 1,0,0,Idle
2026-06-20,08:16:00,8,16,18,0,-1,18,Asansör 2,0,0,Idle
2026-06-20,08:19:00,8,19,19,0,-1,19,Asansör 1,21,0,PickedUp
2026-06-20,08:21:00,8,21,18,0,-1,18,Asansör 2,20,0,PickedUp
2026-06-20,08:26:00,8,26,19,0,0,19,Asansör 1,47,0,Completed
2026-06-20,08:27:00,8,27,18,0,0,18,Asansör 2,45,0,Completed
2026-06-20,13:44:00,13,44,16,0,-1,16,Asansör 2,0,0,Idle
2026-06-20,13:48:00,13,48,16,0,-1,16,Asansör 2,18,0,PickedUp
2026-06-20,13:06:00,13,6,5,0,-1,5,Asansör 1,0,0,Idle
2026-06-20,13:08:00,13,8,5,0,-1,5,Asansör 1,7,0,PickedUp
2026-06-20,13:11:00,13,11,5,0,12,7,Asansör 1,20,0,Completed
2026-06-20,13:12:00,13,12,11,12,-1,1,Asansör 1,0,0,Idle
2026-06-20,13:12:00,13,12,11,12,-1,1,Asansör 1,3,0,PickedUp
2026-06-20,13:15:00,13,15,11,12,5,6,Asansör 1,15,0,Completed
2026-06-20,13:16:00,13,16,10,5,-1,5,Asansör 1,0,0,Idle
2026-06-20,13:18:00,13,18,10,5,-1,5,Asansör 1,7,0,PickedUp
2026-06-20,13:22:00,13,22,10,5,0,10,Asansör 1,24,0,Completed
2026-06-20,13:23:00,13,23,5,0,-1,5,Asansör 1,0,0,Idle
2026-06-20,13:23:00,13,23,5,0,-1,5,Asansör 2,0,0,Idle
2026-06-20,13:25:00,13,25,5,0,-1,5,Asansör 1,7,0,PickedUp
2026-06-20,13:25:00,13,25,5,0,-1,5,Asansör 2,7,0,PickedUp
2026-06-20,13:28:00,13,28,5,0,0,5,Asansör 1,20,0,Completed
2026-06-20,13:28:00,13,28,5,0,0,5,Asansör 2,21,0,Completed
2026-06-20,13:29:00,13,29,6,0,-1,6,Asansör 1,0,0,Idle
2026-06-20,13:29:00,13,29,6,0,-1,6,Asansör 1,0,0,MovingUp
2026-06-20,13:31:00,13,31,6,0,-1,6,Asansör 1,8,0,PickedUp
2026-06-20,13:31:00,13,31,6,0,-1,6,Asansör 1,8,1,PickedUp
2026-06-20,13:35:00,13,35,6,0,11,5,Asansör 1,27,1,Completed
2026-06-20,13:39:00,13,39,6,0,1,5,Asansör 1,41,0,Completed
2026-06-20,15:02:00,15,2,10,9,-1,1,Asansör 1,0,0,Idle
2026-06-20,15:03:00,15,3,10,9,-1,1,Asansör 1,3,0,PickedUp
2026-06-20,15:05:00,15,5,19,0,-1,19,Asansör 2,0,0,Idle
2026-06-20,15:06:00,15,6,10,9,7,3,Asansör 1,13,0,Completed
2026-06-20,15:06:00,15,6,8,7,-1,1,Asansör 1,0,0,Idle
2026-06-20,15:07:00,15,7,8,7,-1,1,Asansör 1,3,0,PickedUp
2026-06-20,15:09:00,15,9,8,7,6,2,Asansör 1,11,0,Completed
2026-06-20,15:09:00,15,9,3,6,-1,3,Asansör 1,0,0,WaitingForPassenger
2026-06-20,15:10:00,15,10,19,0,-1,19,Asansör 2,21,0,PickedUp
2026-06-20,15:11:00,15,11,3,6,-1,3,Asansör 1,6,0,PickedUp
2026-06-20,15:16:00,15,16,19,0,3,16,Asansör 2,45,0,Completed
2026-06-20,15:16:00,15,16,3,6,15,12,Asansör 1,27,0,Completed
2026-06-20,15:17:00,15,17,9,15,-1,6,Asansör 1,0,0,Idle
2026-06-20,15:19:00,15,19,9,15,-1,6,Asansör 1,8,0,PickedUp
2026-06-20,15:23:00,15,23,9,15,0,9,Asansör 1,24,0,Completed
2026-06-20,17:27:00,17,27,0,2,-1,2,Asansör 1,0,0,Idle
2026-06-20,17:27:00,17,27,0,3,-1,3,Asansör 2,0,0,MovingDown
2026-06-20,17:27:00,17,27,0,2,-1,2,Asansör 1,0,0,MovingDown
2026-06-20,17:27:00,17,27,0,3,-1,3,Asansör 2,0,0,MovingDown
2026-06-20,17:27:00,17,27,0,2,-1,2,Asansör 1,0,0,MovingDown
2026-06-20,17:27:00,17,27,0,3,-1,3,Asansör 2,0,0,MovingDown
2026-06-20,17:28:00,17,28,0,1,-1,1,Asansör 1,0,0,MovingDown
2026-06-20,17:28:00,17,28,0,2,-1,2,Asansör 2,0,0,MovingDown
2026-06-20,17:28:00,17,28,0,1,-1,1,Asansör 1,0,0,MovingDown
2026-06-20,17:28:00,17,28,0,2,-1,2,Asansör 1,4,0,PickedUp
2026-06-20,17:28:00,17,28,0,2,-1,2,Asansör 1,4,1,PickedUp
2026-06-20,17:28:00,17,28,0,2,-1,2,Asansör 1,3,2,PickedUp
2026-06-20,17:28:00,17,28,0,1,-1,1,Asansör 1,3,3,PickedUp
2026-06-20,17:28:00,17,28,0,1,-1,1,Asansör 1,3,4,PickedUp
2026-06-20,17:29:00,17,29,0,3,-1,3,Asansör 2,5,0,PickedUp
2026-06-20,17:29:00,17,29,0,3,-1,3,Asansör 2,5,1,PickedUp
2026-06-20,17:29:00,17,29,0,3,-1,3,Asansör 2,4,2,PickedUp
2026-06-20,17:29:00,17,29,0,2,-1,2,Asansör 2,4,3,PickedUp
2026-06-20,17:32:00,17,32,0,1,-1,1,Asansör 1,0,5,MovingUp
2026-06-20,17:32:00,17,32,0,2,-1,2,Asansör 2,0,4,WaitingForPassenger
2026-06-20,17:32:00,17,32,0,2,-1,2,Asansör 1,0,5,MovingUp
2026-06-20,17:32:00,17,32,0,2,-1,2,Asansör 2,0,4,WaitingForPassenger
2026-06-20,17:32:00,17,32,0,3,2,2,Asansör 2,20,3,Completed
2026-06-20,17:34:00,17,34,0,3,4,4,Asansör 2,25,2,Completed
2026-06-20,17:34:00,17,34,0,2,6,6,Asansör 1,26,4,Completed
2026-06-20,17:35:00,17,35,0,3,5,5,Asansör 2,30,1,Completed
2026-06-20,17:35:00,17,35,0,2,5,5,Asansör 2,30,0,Completed
2026-06-20,17:35:00,17,35,0,2,7,7,Asansör 1,31,3,Completed
2026-06-20,17:37:00,17,37,0,1,9,9,Asansör 1,37,2,Completed
2026-06-20,17:37:00,17,37,0,2,-1,2,Asansör 2,20,0,PickedUp
2026-06-20,17:37:00,17,37,0,2,-1,2,Asansör 2,20,1,PickedUp
2026-06-20,17:38:00,17,38,0,2,11,11,Asansör 1,43,1,Completed
2026-06-20,17:39:00,17,39,0,1,-1,1,Asansör 2,0,2,DoorOpening
2026-06-20,17:39:00,17,39,0,1,-1,1,Asansör 2,0,2,DoorOpening
2026-06-20,17:39:00,17,39,0,1,-1,1,Asansör 2,0,2,DoorOpening
2026-06-20,17:39:00,17,39,0,1,-1,1,Asansör 2,0,2,WaitingForPassenger
2026-06-20,17:39:00,17,39,0,2,1,1,Asansör 2,29,1,Completed
2026-06-20,17:39:00,17,39,0,2,1,1,Asansör 2,29,0,Completed
2026-06-20,17:40:00,17,40,0,1,12,12,Asansör 1,48,0,Completed
2026-06-20,17:41:00,17,41,0,1,-1,1,Asansör 2,7,0,PickedUp
2026-06-20,17:41:00,17,41,0,1,-1,1,Asansör 2,7,1,PickedUp
2026-06-20,17:41:00,17,41,0,1,-1,1,Asansör 2,7,2,PickedUp
2026-06-20,17:41:00,17,41,0,1,-1,1,Asansör 2,7,3,PickedUp
2026-06-20,17:41:00,17,41,5,8,-1,3,Asansör 1,0,0,MovingDown
2026-06-20,17:42:00,17,42,5,8,-1,3,Asansör 1,5,0,PickedUp
2026-06-20,17:43:00,17,43,8,4,-1,4,Asansör 2,0,4,MovingUp
2026-06-20,17:43:00,17,43,8,4,-1,4,Asansör 2,0,4,MovingUp
2026-06-20,17:43:00,17,43,8,4,-1,4,Asansör 2,0,4,MovingUp
2026-06-20,17:44:00,17,44,0,2,-1,2,Asansör 1,0,1,MovingDown
2026-06-20,17:44:00,17,44,0,2,-1,2,Asansör 1,0,1,MovingDown
2026-06-20,17:44:00,17,44,0,2,-1,2,Asansör 1,0,1,MovingDown
2026-06-20,17:44:00,17,44,0,2,-1,2,Asansör 1,0,1,MovingDown
2026-06-20,17:44:00,17,44,0,1,-1,1,Asansör 1,0,1,MovingDown
2026-06-20,17:44:00,17,44,0,1,6,6,Asansör 2,22,3,Completed
2026-06-20,17:44:00,17,44,0,1,6,6,Asansör 2,22,2,Completed
2026-06-20,17:44:00,17,44,0,1,6,6,Asansör 2,21,1,Completed
2026-06-20,17:44:00,17,44,0,1,6,6,Asansör 2,21,0,Completed
2026-06-20,17:45:00,17,45,0,1,-1,1,Asansör 1,51,1,PickedUp
2026-06-20,17:45:00,17,45,0,2,-1,2,Asansör 1,51,2,PickedUp
2026-06-20,17:45:00,17,45,0,2,-1,2,Asansör 1,4,3,PickedUp
2026-06-20,17:45:00,17,45,0,2,-1,2,Asansör 1,4,4,PickedUp
2026-06-20,17:45:00,17,45,0,2,-1,2,Asansör 1,4,5,PickedUp
2026-06-20,17:45:00,17,45,0,2,-1,2,Asansör 1,3,6,PickedUp
2026-06-20,17:45:00,17,45,0,1,-1,1,Asansör 1,3,7,PickedUp
2026-06-20,17:46:00,17,46,8,4,-1,4,Asansör 2,10,0,PickedUp
2026-06-20,17:46:00,17,46,8,4,-1,4,Asansör 2,10,1,PickedUp
2026-06-20,17:46:00,17,46,8,4,-1,4,Asansör 2,10,2,PickedUp
2026-06-20,17:49:00,17,49,0,1,3,3,Asansör 1,69,7,Completed
2026-06-20,17:51:00,17,51,0,2,6,6,Asansör 1,76,6,Completed
2026-06-20,17:52:00,17,52,8,4,0,8,Asansör 2,35,2,Completed
2026-06-20,17:52:00,17,52,8,4,0,8,Asansör 2,35,1,Completed
2026-06-20,17:52:00,17,52,8,4,0,8,Asansör 2,35,0,Completed
2026-06-20,17:52:00,17,52,0,2,7,7,Asansör 1,34,5,Completed
2026-06-20,17:54:00,17,54,0,1,8,8,Asansör 1,39,4,Completed
2026-06-20,17:55:00,17,55,0,2,9,9,Asansör 1,45,3,Completed
2026-06-20,17:57:00,17,57,5,8,11,6,Asansör 1,62,2,Completed
2026-06-20,17:57:00,17,57,0,2,11,11,Asansör 1,51,1,Completed
2026-06-20,17:57:00,17,57,0,2,11,11,Asansör 1,51,0,Completed
2026-06-21,18:04:00,18,4,2,3,-1,1,Asansör 1,0,0,Idle
2026-06-21,18:04:00,18,4,4,0,-1,4,Asansör 2,0,0,Idle
2026-06-21,18:04:00,18,4,6,0,-1,6,Asansör 2,0,0,MovingUp
2026-06-21,18:05:00,18,5,2,3,-1,1,Asansör 1,3,0,PickedUp
2026-06-21,18:06:00,18,6,4,0,-1,4,Asansör 2,6,0,PickedUp
2026-06-21,18:07:00,18,7,2,3,0,2,Asansör 1,11,0,Completed
2026-06-21,18:08:00,18,8,6,0,-1,6,Asansör 2,13,1,PickedUp
2026-06-21,18:10:00,18,10,0,0,-1,0,Asansör 1,0,0,Idle
2026-06-21,18:10:00,18,10,0,3,-1,3,Asansör 2,0,2,MovingDown
2026-06-21,18:10:00,18,10,0,3,-1,3,Asansör 2,0,2,MovingDown
2026-06-21,18:10:00,18,10,0,2,-1,2,Asansör 2,0,2,MovingDown
2026-06-21,18:10:00,18,10,0,2,-1,2,Asansör 2,0,2,MovingDown
2026-06-21,18:10:00,18,10,0,2,-1,2,Asansör 2,0,2,MovingDown
2026-06-21,18:10:00,18,10,0,2,-1,2,Asansör 2,0,2,MovingDown
2026-06-21,18:10:00,18,10,0,2,-1,2,Asansör 2,0,2,MovingDown
2026-06-21,18:10:00,18,10,0,1,-1,1,Asansör 2,0,2,MovingDown
2026-06-21,18:10:00,18,10,0,1,-1,1,Asansör 2,0,2,MovingDown
2026-06-21,18:10:00,18,10,0,0,-1,0,Asansör 1,2,0,PickedUp
2026-06-21,18:11:00,18,11,4,0,0,4,Asansör 2,26,1,Completed
2026-06-21,18:11:00,18,11,6,0,0,6,Asansör 2,26,0,Completed
2026-06-21,18:11:00,18,11,0,3,-1,3,Asansör 2,7,0,PickedUp
2026-06-21,18:11:00,18,11,0,3,-1,3,Asansör 2,6,1,PickedUp
2026-06-21,18:11:00,18,11,0,2,-1,2,Asansör 2,6,2,PickedUp
2026-06-21,18:11:00,18,11,0,2,-1,2,Asansör 2,6,3,PickedUp
2026-06-21,18:11:00,18,11,0,2,-1,2,Asansör 2,6,4,PickedUp
2026-06-21,18:11:00,18,11,0,2,-1,2,Asansör 2,6,5,PickedUp
2026-06-21,18:11:00,18,11,0,2,-1,2,Asansör 2,6,6,PickedUp
2026-06-21,18:11:00,18,11,0,1,-1,1,Asansör 2,5,7,PickedUp
2026-06-21,18:11:00,18,11,0,1,-1,1,Asansör 2,5,8,PickedUp
2026-06-21,18:15:00,18,15,0,3,1,1,Asansör 2,20,8,Completed
2026-06-21,18:15:00,18,15,0,0,13,13,Asansör 1,23,0,Completed
2026-06-21,18:16:00,18,16,0,2,3,3,Asansör 2,26,7,Completed
2026-06-21,18:16:00,18,16,0,2,3,3,Asansör 2,26,6,Completed
2026-06-21,18:18:00,18,18,0,2,4,4,Asansör 2,31,5,Completed
2026-06-21,18:19:00,18,19,0,3,5,5,Asansör 2,37,4,Completed
2026-06-21,18:19:00,18,19,0,2,5,5,Asansör 2,36,3,Completed
2026-06-21,18:19:00,18,19,0,2,5,5,Asansör 2,36,2,Completed
2026-06-21,18:19:00,18,19,0,1,5,5,Asansör 2,36,1,Completed
2026-06-21,18:19:00,18,19,0,1,5,5,Asansör 2,35,0,Completed
2026-06-21,18:22:00,18,22,0,5,-1,5,Asansör 2,0,0,Idle
2026-06-21,18:22:00,18,22,0,13,-1,13,Asansör 1,0,0,Idle
2026-06-21,18:23:00,18,23,0,3,-1,3,Asansör 2,0,0,MovingDown
2026-06-21,18:24:00,18,24,0,5,-1,5,Asansör 2,7,0,PickedUp
2026-06-21,18:24:00,18,24,0,3,-1,3,Asansör 2,5,1,PickedUp
2026-06-21,18:26:00,18,26,0,13,-1,13,Asansör 1,15,0,PickedUp
2026-06-21,18:27:00,18,27,0,5,4,4,Asansör 2,20,1,Completed
2026-06-21,18:27:00,18,27,0,3,4,4,Asansör 2,18,0,Completed
2026-06-21,18:28:00,18,28,0,4,-1,4,Asansör 2,0,0,Idle
2026-06-21,18:28:00,18,28,0,4,-1,4,Asansör 2,0,0,MovingDown
2026-06-21,18:28:00,18,28,0,4,-1,4,Asansör 2,0,0,MovingDown
2026-06-21,18:28:00,18,28,0,4,-1,4,Asansör 2,0,0,MovingDown
2026-06-21,18:28:00,18,28,0,4,-1,4,Asansör 2,0,0,MovingDown
2026-06-21,18:29:00,18,29,0,13,2,2,Asansör 1,26,0,Completed
2026-06-21,18:30:00,18,30,0,4,-1,4,Asansör 2,6,0,PickedUp
2026-06-21,18:30:00,18,30,0,4,-1,4,Asansör 2,6,1,PickedUp
2026-06-21,18:30:00,18,30,0,4,-1,4,Asansör 2,6,2,PickedUp
2026-06-21,18:30:00,18,30,0,4,-1,4,Asansör 2,6,3,PickedUp
2026-06-21,18:30:00,18,30,0,4,-1,4,Asansör 2,6,4,PickedUp
2026-06-21,18:32:00,18,32,0,2,-1,2,Asansör 1,0,0,Idle
2026-06-21,18:32:00,18,32,0,2,-1,2,Asansör 1,0,0,MovingDown
2026-06-21,18:32:00,18,32,0,2,-1,2,Asansör 1,0,0,MovingDown
2026-06-21,18:32:00,18,32,0,1,-1,1,Asansör 1,0,0,MovingDown
2026-06-21,18:32:00,18,32,0,1,-1,1,Asansör 1,0,0,MovingDown
2026-06-21,18:32:00,18,32,0,1,-1,1,Asansör 1,0,0,MovingDown
2026-06-21,18:33:00,18,33,0,2,-1,2,Asansör 1,4,0,PickedUp
2026-06-21,18:33:00,18,33,0,2,-1,2,Asansör 1,4,1,PickedUp
2026-06-21,18:33:00,18,33,0,2,-1,2,Asansör 1,4,2,PickedUp
2026-06-21,18:33:00,18,33,0,1,-1,1,Asansör 1,3,3,PickedUp
2026-06-21,18:33:00,18,33,0,1,-1,1,Asansör 1,3,4,PickedUp
2026-06-21,18:33:00,18,33,0,1,-1,1,Asansör 1,3,5,PickedUp
2026-06-21,18:33:00,18,33,0,4,4,4,Asansör 2,20,4,Completed
2026-06-21,18:33:00,18,33,0,4,4,4,Asansör 2,20,3,Completed
2026-06-21,18:33:00,18,33,0,4,4,4,Asansör 2,20,2,Completed
2026-06-21,18:34:00,18,34,8,6,-1,2,Asansör 2,0,2,MovingUp
2026-06-21,18:35:00,18,35,5,0,-1,5,Asansör 1,0,6,MovingUp
2026-06-21,18:35:00,18,35,15,1,-1,14,Asansör 1,0,6,MovingUp
2026-06-21,18:35:00,18,35,13,2,-1,11,Asansör 1,0,6,MovingUp
2026-06-21,18:35:00,18,35,12,2,-1,10,Asansör 1,0,6,MovingUp
2026-06-21,18:35:00,18,35,0,4,8,8,Asansör 2,28,1,Completed
2026-06-21,18:35:00,18,35,0,4,8,8,Asansör 2,28,0,Completed
2026-06-21,18:36:00,18,36,8,6,-1,2,Asansör 2,6,0,PickedUp
2026-06-21,18:37:00,18,37,5,0,-1,5,Asansör 1,8,6,PickedUp
2026-06-21,18:40:00,18,40,8,6,1,7,Asansör 2,22,0,Completed
2026-06-21,18:40:00,18,40,12,2,-1,10,Asansör 1,21,7,PickedUp
2026-06-21,18:42:00,18,42,13,2,-1,11,Asansör 1,29,8,PickedUp
2026-06-21,18:44:00,18,44,0,2,15,15,Asansör 1,49,8,Completed
2026-06-21,18:44:00,18,44,0,2,15,15,Asansör 1,49,7,Completed
2026-06-21,18:44:00,18,44,0,2,15,15,Asansör 1,49,6,Completed
2026-06-21,18:44:00,18,44,0,1,15,15,Asansör 1,48,5,Completed
2026-06-21,18:44:00,18,44,0,1,15,15,Asansör 1,48,4,Completed
2026-06-21,18:44:00,18,44,0,1,15,15,Asansör 1,48,3,Completed
2026-06-21,18:45:00,18,45,15,1,-1,14,Asansör 1,40,3,PickedUp
2026-06-21,18:50:00,18,50,5,0,1,4,Asansör 1,62,3,Completed
2026-06-21,18:50:00,18,50,15,1,1,14,Asansör 1,61,2,Completed
2026-06-21,18:50:00,18,50,13,2,1,12,Asansör 1,60,1,Completed
2026-06-21,18:50:00,18,50,12,2,1,11,Asansör 1,60,0,Completed
2026-06-21,18:52:00,18,52,1,1,-1,0,Asansör 1,0,0,Idle
2026-06-21,18:52:00,18,52,0,1,-1,1,Asansör 2,0,0,MovingDown
2026-06-21,18:53:00,18,53,1,1,-1,0,Asansör 1,2,0,PickedUp
2026-06-21,18:53:00,18,53,0,1,-1,1,Asansör 2,3,0,PickedUp
2026-06-21,18:54:00,18,54,1,1,0,1,Asansör 1,9,0,Completed
2026-06-21,18:55:00,18,55,0,1,2,2,Asansör 2,11,0,Completed
